id,price
54473,203.43836130608003
9950,63.54350432250959
50751,31.40462507620464
22699,154.82109458069328
11075,60.937362378128654
41559,106.79830216349205
64769,200.60707418364103
41983,150.09574861339792
888,-11.950748954332681
41209,97.10180992333872
49663,106.60373455754328
7649,144.8520559721993
43901,12.993053512963485
39421,71.1387911934153
53958,67.02219527865466
59809,51.97512078042885
66665,21.130124058690313
49258,237.5006057673294
7551,152.9049522002995
39916,140.533013077886
67126,188.38297609059094
69132,10.183073226697303
28896,67.6929255360941
26526,367.3756060844887
31300,174.099769416551
12417,288.44636268284574
35805,67.84593093822707
3143,34.61639775310809
66205,-19.467620124716092
3325,61.572809506165584
52218,39.59360956619534
41622,160.542171758222
6283,178.16756208731908
60395,188.80547099122725
21655,227.77816767756883
48846,149.60966480594846
18065,33.73203489522663
15667,97.14867645758915
34022,121.72098824603194
56135,103.98303698350168
33326,195.3552931159304
40264,74.85249100948067
52989,106.46215124115648
68568,257.1655923291634
66202,17.13238237541151
31558,175.7452006911954
1854,180.9836231604942
36450,40.37748183980324
40854,28.03545008864208
46729,405.9057209225134
47715,137.43642262484647
23693,84.12558810260191
27848,77.45138799532401
20195,181.57188271762996
40204,271.3207840678592
17839,177.294922893366
63071,121.80685189627775
4333,122.43284566523067
12930,62.1743348707991
4601,154.4915222458615
55392,162.00714025772524
12813,178.51185242012303
23360,145.10712479836354
24944,99.37630545971521
41036,163.73981808181702
18630,63.93135990775829
67558,480.20951470491957
47717,51.77608664547759
46526,186.57331342274927
50607,273.5079749260443
11945,70.83699497884982
69353,341.5125977330669
33311,315.80633438616405
31792,293.49684209377193
11700,343.51299164377224
56107,234.93522233059184
11969,200.87694883288182
10819,137.60907676577162
57160,-4.53286256104019
56594,128.53286028953212
47004,187.13608802708345
16919,24.43314746782937
10607,284.5295387862913
12455,19.927465864073326
7084,257.9916762145326
26472,92.87935222452006
823,78.50100230970475
17580,31.42231051551761
39116,197.22364678438197
62236,75.20517774334505
45389,191.84245672358003
38733,110.92130554497086
50405,23.79878224291525
17328,180.97273881822116
45957,153.2609749802292
25397,35.88669158139851
56812,272.0416817091327
58109,127.91998855010551
22065,128.69965639086598
39042,70.4912849926726
47501,213.048964585524
13487,124.09825821448173
30029,224.0277728067266
16782,52.004747185283236
17661,79.33602490461496
32089,68.32310613869154
43257,46.0187792740351
13003,158.98194687328794
51181,356.52623086625135
605,124.59962147002906
68808,90.55498562763245
49513,67.12789647788827
9217,50.83211015469348
53657,210.45679242927255
3870,42.25085131153327
45564,311.5729431001794
17635,247.62256503692166
6577,92.14255833047898
52996,348.0473129185453
44985,150.6927827044405
51613,438.23600298748136
1264,146.25642102407156
29559,207.40726087380446
3024,62.36754228379928
39316,161.99156597585477
54685,285.43873008407695
20615,134.8266384296288
32795,36.179753420066504
63218,138.48522740177478
25733,157.4027861648973
50303,227.12358273788954
4366,147.2874646618438
3476,61.809599898599316
6376,179.5857673001096
14999,289.86853143491953
24355,110.37783202731262
49612,58.092246897268666
54322,135.3466471099632
18201,482.9167476477998
39727,109.10366621315166
50561,112.77585074472645
14248,108.49196782580609
6932,139.42687410960787
28963,76.73527281357033
61733,-76.47197252222625
45606,8.940973841861421
66007,161.93937802193034
25966,17.23079153552618
12651,156.35270919943167
57647,245.58598803067525
50926,28.879800155580966
62937,272.32575504505496
53738,145.69695717514793
51006,260.3498852952264
19010,156.05098636258776
19322,121.11054113833845
25063,183.44779882726132
51929,110.51987044170971
62027,96.87667746627241
56711,64.35654685652807
19629,229.8444181236673
63082,100.57710835381846
69938,77.8517882113276
69006,227.32679507353072
25041,39.670300171259015
48216,114.65679518720671
34062,53.69195659539517
